GameNum,Date,Time,SeatNum,Round,Player,StartStack,CurrentStack,Action,Amount,AllIn,CurrentBet,CurrentPot,InvestedThisRound,NumPlayersLeft,SmallBlind,BigBlind,Table,Dealer,NumPlayers,LenBoard,HoleCard1,HoleCard2,Board1,Board2,Board3,Board4,Board5,SeatRelDealer,BasicAction,bet,blind,call,check,deadblind,fold,raise,IsAgg,IsPas
ftp-26325753062,2009-07-02,17:40:03,6,Turn,+Y2+SwN0+rZmQDO3YwJ77Q,65.6,62.6,raise,8.0,False,3.0,16.0,0.0,4,0.1,0.25,Osqnpkxh1P/4Yj904Xfk8G,5,6,4,,,6.0,38.0,20.0,23.0,,1,raise,0,0,0,0,0,0,1,True,False
ftp-26325753062,2009-07-02,17:40:03,1,Turn,93eU/K2YNeQ3/a4nszO28w,85.76,82.76,fold,0.0,False,8.0,24.0,0.0,4,0.1,0.25,Osqnpkxh1P/4Yj904Xfk8G,5,6,4,,,6.0,38.0,20.0,23.0,,4,fold,0,0,0,0,0,1,0,False,True
ftp-26325753062,2009-07-02,17:40:03,3,Turn,nAE7vIFjsYc9RYU8QpAKdQ,143.72,140.72,fold,0.0,False,8.0,24.0,0.0,3,0.1,0.25,Osqnpkxh1P/4Yj904Xfk8G,5,6,4,,,6.0,38.0,20.0,23.0,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325753062,2009-07-02,17:40:03,5,Turn,gANhicZNzwP6RXpfBzWcYw,90.32,84.32,fold,0.0,False,8.0,24.0,3.0,2,0.1,0.25,Osqnpkxh1P/4Yj904Xfk8G,5,6,4,,,6.0,38.0,20.0,23.0,,0,fold,0,0,0,0,0,1,0,False,True
ftp-26325755306,2009-07-02,17:40:07,6,Preflop,NPiiSSyohKGe47CZqe88NA,116.44,116.44,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,1,Preflop,Leq4/xIudAEdMyngRJB9rg,159.28,159.28,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,2,Preflop,NSFJ9oMzye0/IYdI+wQaHA,25.88,25.88,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325755306,2009-07-02,17:40:07,3,Preflop,OqVYDBkNL8ClJzQKysFvTw,64.48,64.48,call,1.0,False,1.0,1.4,0.0,5,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,1,call,0,0,1,0,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,4,Preflop,y1cgqbImyNeIBV2S0w3slg,86.56,86.56,fold,0.0,False,1.0,2.4,0.0,5,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,0,fold,0,0,0,0,0,1,0,False,True
ftp-26325755306,2009-07-02,17:40:07,5,Preflop,mbbu2M2TNLBhVnx1iClY2g,126.88,126.88,fold,0.0,False,1.0,2.4,0.0,4,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325755306,2009-07-02,17:40:07,6,Preflop,NPiiSSyohKGe47CZqe88NA,116.44,116.04,fold,0.0,False,1.0,2.4,0.0,3,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325755306,2009-07-02,17:40:07,1,Preflop,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,check,0.0,False,1.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,0,,,,,,,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,1,Flop,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,check,0.0,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,3,,,38.0,23.0,27.0,,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,3,Flop,OqVYDBkNL8ClJzQKysFvTw,64.48,63.48,check,0.0,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,3,,,38.0,23.0,27.0,,,1,check,0,0,0,1,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,1,Turn,Leq4/xIudAEdMyngRJB9rg,159.28,158.28,bet,2.4,False,0.0,2.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,4,,,38.0,23.0,27.0,19.0,,3,bet,1,0,0,0,0,0,0,True,False
ftp-26325755306,2009-07-02,17:40:07,3,Turn,OqVYDBkNL8ClJzQKysFvTw,64.48,63.48,call,2.4,False,2.4,4.8,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,4,,,38.0,23.0,27.0,19.0,,1,call,0,0,1,0,0,0,0,False,True
ftp-26325755306,2009-07-02,17:40:07,1,River,Leq4/xIudAEdMyngRJB9rg,159.28,155.88,bet,7.2,False,0.0,7.2,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,5,,,38.0,23.0,27.0,19.0,22.0,3,bet,1,0,0,0,0,0,0,True,False
ftp-26325755306,2009-07-02,17:40:07,3,River,OqVYDBkNL8ClJzQKysFvTw,64.48,61.08,fold,0.0,False,7.2,14.4,0.0,2,0.1,0.25,G34Uiqrscedn7Shin+Ke0A,4,6,5,,,38.0,23.0,27.0,19.0,22.0,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325762062,2009-07-02,17:40:18,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,28.48,28.48,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,44.0,48.0,,,,,,4,blind,0,1,0,0,0,0,0,False,True
ftp-26325762062,2009-07-02,17:40:18,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,99.8,99.8,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325762062,2009-07-02,17:40:18,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,150.36,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325762062,2009-07-02,17:40:18,4,Preflop,c+MaGxythv/UW5mNzJBaWw,120.88,120.88,raise,3.4,False,1.0,1.4,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,29.0,20.0,,,,,,1,raise,0,0,0,0,0,0,1,True,False
ftp-26325762062,2009-07-02,17:40:18,5,Preflop,6MMWMAx3ZJxSPBxvzMFUkA,90.4,90.4,fold,0.0,False,3.4,4.8,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,0,fold,0,0,0,0,0,1,0,False,True
ftp-26325762062,2009-07-02,17:40:18,6,Preflop,LhABvkZcYBxPlh1d2RWHYA,242.08,242.08,fold,0.0,False,3.4,4.8,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325762062,2009-07-02,17:40:18,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,28.48,28.08,raise,28.48,True,3.4,4.8,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,44.0,48.0,,,,,,4,raise,0,0,0,0,0,0,1,True,False
ftp-26325762062,2009-07-02,17:40:18,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,99.8,98.8,fold,0.0,False,28.48,33.28,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
ftp-26325762062,2009-07-02,17:40:18,4,Preflop,c+MaGxythv/UW5mNzJBaWw,120.88,117.48,call,25.08,False,28.48,33.28,3.4,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,5,6,0,29.0,20.0,,,,,,1,call,0,0,1,0,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,6,Preflop,zOXKksJ83qXMVPvlCMNOxg,200.0,200.0,blind,0.4,False,0.0,0.0,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,7,Preflop,/51G7tWWpQlCS2v5t6cwjQ,60.0,60.0,blind,1.0,False,0.4,0.4,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,8,Preflop,qJgpzHS3vV9GaS9QmGm59A,136.04,136.04,fold,0.0,False,1.0,1.4,0.0,9,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,9,Preflop,+UCNKWoSQR7K6ZbRrDDtAQ,110.24,110.24,fold,0.0,False,1.0,1.4,0.0,8,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,1,Preflop,LlZWNRKztn2x+tHklWpNwQ,173.48,173.48,fold,0.0,False,1.0,1.4,0.0,7,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,2,Preflop,1MfmAyD+j5SiAc28mnJi8A,263.28,263.28,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,3,Preflop,IoLDvFJhMz44M6Is31rIAg,94.6,94.6,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,5,Preflop,/XswgqiP00i5luBYghwBjQ,101.4,101.4,fold,0.0,False,1.0,1.4,0.0,4,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325763730,2009-07-02,17:40:21,6,Preflop,zOXKksJ83qXMVPvlCMNOxg,200.0,199.6,raise,2.6,False,1.0,1.4,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,2,raise,0,0,0,0,0,0,1,True,False
ftp-26325763730,2009-07-02,17:40:21,7,Preflop,/51G7tWWpQlCS2v5t6cwjQ,60.0,59.0,call,1.6,False,2.6,4.0,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,0,,,,,,,,3,call,0,0,1,0,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,6,Flop,zOXKksJ83qXMVPvlCMNOxg,200.0,197.0,bet,3.0,False,0.0,5.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,3,,,42.0,9.0,49.0,,,2,bet,1,0,0,0,0,0,0,True,False
ftp-26325763730,2009-07-02,17:40:21,7,Flop,/51G7tWWpQlCS2v5t6cwjQ,60.0,57.4,call,3.0,False,3.0,8.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,3,,,42.0,9.0,49.0,,,3,call,0,0,1,0,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,6,Turn,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,4,,,42.0,9.0,49.0,17.0,,2,check,0,0,0,1,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,7,Turn,/51G7tWWpQlCS2v5t6cwjQ,60.0,54.4,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,4,,,42.0,9.0,49.0,17.0,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,6,River,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,check,0.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,2,check,0,0,0,1,0,0,0,False,True
ftp-26325763730,2009-07-02,17:40:21,7,River,/51G7tWWpQlCS2v5t6cwjQ,60.0,54.4,bet,10.0,False,0.0,11.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,3,bet,1,0,0,0,0,0,0,True,False
ftp-26325763730,2009-07-02,17:40:21,6,River,zOXKksJ83qXMVPvlCMNOxg,200.0,194.0,fold,0.0,False,10.0,21.6,0.0,3,0.1,0.25,Tdh/7Llmowopzxmzj7Q6Ow,4,8,5,,,42.0,9.0,49.0,17.0,46.0,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325769058,2009-07-02,17:40:30,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.48,142.48,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,137.44,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,257.0,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
ftp-26325769058,2009-07-02,17:40:30,6,Preflop,bJPCtp3yu6fdRku3VYXNfg,213.92,213.92,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
ftp-26325769058,2009-07-02,17:40:30,1,Preflop,KnQOfxHexPbSR0wIVHZJEQ,100.0,100.0,raise,3.4,False,1.0,1.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,5.0,17.0,,,,,,0,raise,0,0,0,0,0,0,1,True,False
ftp-26325769058,2009-07-02,17:40:30,2,Preflop,SDjZxu4khl8DPsvw9bUykA,267.76,267.76,fold,0.0,False,3.4,4.8,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325769058,2009-07-02,17:40:30,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.48,142.08,fold,0.0,False,3.4,4.8,0.0,3,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325769058,2009-07-02,17:40:30,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,136.44,call,2.4,False,3.4,4.8,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,0,,,,,,,,3,call,0,0,1,0,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,4,Flop,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,3,,,18.0,2.0,10.0,,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,1,Flop,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,3,5.0,17.0,18.0,2.0,10.0,,,0,check,0,0,0,1,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,4,Turn,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,4,,,18.0,2.0,10.0,41.0,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,1,Turn,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,4,5.0,17.0,18.0,2.0,10.0,41.0,,0,check,0,0,0,1,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,4,River,Vv4olLB0aIAbO8Fri7F/CQ,137.44,134.04,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,5,,,18.0,2.0,10.0,41.0,46.0,3,check,0,0,0,1,0,0,0,False,True
ftp-26325769058,2009-07-02,17:40:30,1,River,KnQOfxHexPbSR0wIVHZJEQ,100.0,96.6,check,0.0,False,0.0,7.2,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,1,6,5,5.0,17.0,18.0,2.0,10.0,41.0,46.0,0,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,98.8,98.8,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,150.36,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,45.0,32.0,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,4,Preflop,c+MaGxythv/UW5mNzJBaWw,92.4,92.4,raise,3.4,False,1.0,1.4,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,4,raise,0,0,0,0,0,0,1,True,False
ftp-26325779918,2009-07-02,17:40:48,5,Preflop,6MMWMAx3ZJxSPBxvzMFUkA,90.4,90.4,fold,0.0,False,3.4,4.8,0.0,6,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,5,fold,0,0,0,0,0,1,0,False,True
ftp-26325779918,2009-07-02,17:40:48,6,Preflop,LhABvkZcYBxPlh1d2RWHYA,242.08,242.08,fold,0.0,False,3.4,4.8,0.0,5,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,6,fold,0,0,0,0,0,1,0,False,True
ftp-26325779918,2009-07-02,17:40:48,1,Preflop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,55.08,call,3.4,False,3.4,4.8,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,1,call,0,0,1,0,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,2,Preflop,zb/IZHu+TWizGVfx/1Z3Uw,98.8,98.4,fold,0.0,False,3.4,8.2,0.0,4,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325779918,2009-07-02,17:40:48,3,Preflop,bSfADh2wYiitH2HnnP21Tw,150.36,149.36,call,2.4,False,3.4,8.2,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,0,45.0,32.0,,,,,,3,call,0,0,1,0,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,3,Flop,bSfADh2wYiitH2HnnP21Tw,150.36,146.96,check,0.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,45.0,32.0,47.0,18.0,12.0,,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,4,Flop,c+MaGxythv/UW5mNzJBaWw,92.4,89.0,check,0.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,4,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,1,Flop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,51.68,bet,2.0,False,0.0,10.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,1,bet,1,0,0,0,0,0,0,True,False
ftp-26325779918,2009-07-02,17:40:48,3,Flop,bSfADh2wYiitH2HnnP21Tw,150.36,146.96,raise,10.0,False,2.0,12.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,45.0,32.0,47.0,18.0,12.0,,,3,raise,0,0,0,0,0,0,1,True,False
ftp-26325779918,2009-07-02,17:40:48,4,Flop,c+MaGxythv/UW5mNzJBaWw,92.4,89.0,fold,0.0,False,10.0,22.6,0.0,3,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,4,fold,0,0,0,0,0,1,0,False,True
ftp-26325779918,2009-07-02,17:40:48,1,Flop,GTMtmjV5D7t0x7oVRX2Ncg,55.08,49.68,call,8.0,False,10.0,22.6,2.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,3,,,47.0,18.0,12.0,,,1,call,0,0,1,0,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,3,Turn,bSfADh2wYiitH2HnnP21Tw,150.36,136.96,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,4,45.0,32.0,47.0,18.0,12.0,29.0,,3,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,1,Turn,GTMtmjV5D7t0x7oVRX2Ncg,55.08,41.68,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,4,,,47.0,18.0,12.0,29.0,,1,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,3,River,bSfADh2wYiitH2HnnP21Tw,150.36,136.96,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,5,45.0,32.0,47.0,18.0,12.0,29.0,24.0,3,check,0,0,0,1,0,0,0,False,True
ftp-26325779918,2009-07-02,17:40:48,1,River,GTMtmjV5D7t0x7oVRX2Ncg,55.08,41.68,check,0.0,False,0.0,30.6,0.0,2,0.1,0.25,K8Bbiqqdjlzv1Fbgsjasbq,0,6,5,,,47.0,18.0,12.0,29.0,24.0,1,check,0,0,0,1,0,0,0,False,True
ftp-26325789384,2009-07-02,17:41:03,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,134.04,134.04,blind,0.4,False,0.0,0.0,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,2,blind,0,1,0,0,0,0,0,False,True
ftp-26325789384,2009-07-02,17:41:03,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,257.0,blind,1.0,False,0.4,0.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,3,blind,0,1,0,0,0,0,0,False,True
ftp-26325789384,2009-07-02,17:41:03,6,Preflop,bJPCtp3yu6fdRku3VYXNfg,213.92,213.92,fold,0.0,False,1.0,1.4,0.0,6,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,4,fold,0,0,0,0,0,1,0,False,True
ftp-26325789384,2009-07-02,17:41:03,1,Preflop,KnQOfxHexPbSR0wIVHZJEQ,103.44,103.44,fold,0.0,False,1.0,1.4,0.0,5,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325789384,2009-07-02,17:41:03,2,Preflop,SDjZxu4khl8DPsvw9bUykA,267.76,267.76,raise,4.0,False,1.0,1.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,0,raise,0,0,0,0,0,0,1,True,False
ftp-26325789384,2009-07-02,17:41:03,3,Preflop,b9hRA7JMe1FpxkhD964qRQ,142.08,142.08,fold,0.0,False,4.0,5.4,0.0,4,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,1,fold,0,0,0,0,0,1,0,False,True
ftp-26325789384,2009-07-02,17:41:03,4,Preflop,Vv4olLB0aIAbO8Fri7F/CQ,134.04,133.64,fold,0.0,False,4.0,5.4,0.0,3,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,2,fold,0,0,0,0,0,1,0,False,True
ftp-26325789384,2009-07-02,17:41:03,5,Preflop,0lJs92fhTwhwEWKPgsoK0w,257.0,256.0,fold,0.0,False,4.0,5.4,0.0,2,0.1,0.25,2Ur2Clqud4V8Nv60P/Bd/W,2,6,0,,,,,,,,3,fold,0,0,0,0,0,1,0,False,True
